219.4570	139.4680
219.9982	139.5392
220.5525	139.6125
221.1174	139.6878
221.6907	139.7651
222.2698	139.8446
222.8524	139.9263
223.4359	140.0101
224.0180	140.0960
224.5963	140.1842
225.1682	140.2746
225.7315	140.3673
226.2846	140.4625
226.8284	140.5608
227.3640	140.6630
227.8922	140.7696
228.4142	140.8816
228.9310	140.9994
229.4437	141.1239
229.9532	141.2556
230.4607	141.3955
230.9671	141.5440
231.4731	141.7019
231.9782	141.8695
232.4821	142.0472
232.9840	142.2353
233.4834	142.4342
233.9799	142.6443
234.4728	142.8659
234.9617	143.0993
235.4459	143.3450
235.9250	143.6032
236.3985	143.8741
236.8668	144.1567
237.3303	144.4502
237.7893	144.7536
238.2441	145.0659
238.6952	145.3862
239.1430	145.7134
239.5877	146.0467
240.0297	146.3850
240.4695	146.7275
240.9073	147.0731
241.3422	147.4211
241.7730	147.7711
242.1985	148.1224
242.6173	148.4744
243.0282	148.8265
243.4300	149.1783
243.8213	149.5290
244.2011	149.8781
244.5678	150.2250
244.9207	150.5693
245.2610	150.9121
245.5911	151.2553
245.9135	151.6007
246.2308	151.9502
246.5453	152.3056
246.8595	152.6688
247.1760	153.0416
247.4971	153.4260
247.8251	153.8235
248.1576	154.2340
248.4906	154.6561
248.8198	155.0885
249.1407	155.5300
249.4493	155.9793
249.7412	156.4351
250.0121	156.8961
250.2577	157.3610
250.4737	157.8284
250.6568	158.2974
250.8105	158.7675
250.9414	159.2391
251.0561	159.7123
251.1614	160.1874
251.2640	160.6646
251.3704	161.1440
251.4874	161.6259
251.6216	162.1105
251.7794	162.5979
251.9609	163.0882
252.1612	163.5809
252.3751	164.0756
252.5975	164.5721
252.8233	165.0698
253.0472	165.5686
253.2642	166.0679
253.4691	166.5675
253.6567	167.0669
253.8222	167.5659
253.9645	168.0648
254.0864	168.5646
254.1906	169.0663
254.2800	169.5710
254.3575	170.0798
254.4260	170.5936
254.4882	171.1135
254.5470	171.6406
254.6052	172.1758
254.6654	172.7200
254.7276	173.2722
254.7909	173.8306
254.8542	174.3935
254.9165	174.9590
254.9769	175.5254
255.0341	176.0909
255.0874	176.6537
255.1356	177.2121
255.1778	177.7642
255.2129	178.3084
255.2404	178.8442
255.2605	179.3734
255.2735	179.8983
255.2797	180.4208
255.2795	180.9431
255.2731	181.4672
255.2609	181.9953
255.2431	182.5295
255.2201	183.0718
255.1921	183.6244
255.1593	184.1875
255.1218	184.7590
255.0795	185.3367
255.0323	185.9183
254.9804	186.5015
254.9235	187.0839
254.8619	187.6635
254.7953	188.2378
254.7239	188.8046
254.6475	189.3615
254.5661	189.9066
254.4792	190.4397
254.3859	190.9625
254.2852	191.4766
254.1762	191.9837
254.0579	192.4853
253.9294	192.9831
253.7898	193.4787
253.6382	193.9737
253.4736	194.4698
253.2952	194.9683
253.1034	195.4686
252.8992	195.9696
252.6831	196.4700
252.4562	196.9684
252.2192	197.4637
251.9729	197.9545
251.7181	198.4397
251.4558	198.9178
251.1866	199.3877
250.9114	199.8483
250.6309	200.3002
250.3454	200.7451
250.0555	201.1849
249.7616	201.6213
249.4642	202.0560
249.1638	202.4909
248.8608	202.9277
248.5557	203.3681
248.2490	203.8139
247.9410	204.2667
247.6314	204.7261
247.3193	205.1908
247.0039	205.6595
246.6842	206.1308
246.3595	206.6035
246.0289	207.0761
245.6915	207.5473
245.3465	208.0159
244.9931	208.4804
244.6304	208.9395
244.2578	209.3923
243.8752	209.8386
243.4827	210.2783
243.0804	210.7116
242.6685	211.1386
242.2471	211.5593
241.8161	211.9737
241.3758	212.3820
240.9263	212.7840
240.4676	213.1801
239.9999	213.5701
239.5233	213.9542
239.0385	214.3324
238.5464	214.7049
238.0477	215.0717
237.5432	215.4331
237.0337	215.7890
236.5200	216.1396
236.0030	216.4850
235.4835	216.8252
234.9622	217.1606
234.4399	217.4910
233.9175	217.8167
233.3950	218.1373
232.8717	218.4523
232.3466	218.7609
231.8189	219.0624
231.2876	219.3560
230.7518	219.6412
230.2107	219.9171
229.6634	220.1830
229.1089	220.4383
228.5463	220.6821
227.9748	220.9139
227.3937	221.1331
226.8036	221.3404
226.2054	221.5368
225.6000	221.7233
224.9883	221.9009
224.3712	222.0706
223.7497	222.2333
223.1246	222.3902
222.4969	222.5420
221.8674	222.6900
221.2371	222.8350
220.6068	222.9780
219.9775	223.1196
219.3499	223.2586
218.7246	223.3933
218.1024	223.5223
217.4840	223.6438
216.8701	223.7564
216.2613	223.8585
215.6584	223.9484
215.0620	224.0246
214.4729	224.0855
213.8918	224.1295
213.3192	224.1551
212.7548	224.1620
212.1967	224.1513
211.6431	224.1240
211.0922	224.0812
210.5422	224.0241
209.9912	223.9535
209.4376	223.8708
208.8794	223.7769
208.3149	223.6730
207.7422	223.5601
207.1600	223.4392
206.5693	223.3109
205.9713	223.1759
205.3676	223.0345
204.7595	222.8874
204.1484	222.7350
203.5357	222.5780
202.9229	222.4168
202.3113	222.2520
201.7023	222.0840
201.0974	221.9135
200.4979	221.7410
199.9046	221.5663
199.3172	221.3884
198.7355	221.2061
198.1591	221.0182
197.5877	220.8237
197.0211	220.6213
196.4589	220.4100
195.9009	220.1885
195.3467	219.9558
194.7959	219.7106
194.2484	219.4519
193.7040	219.1789
193.1630	218.8931
192.6260	218.5961
192.0935	218.2898
191.5660	217.9759
191.0442	217.6562
190.5284	217.3324
190.0192	217.0065
189.5173	216.6800
189.0230	216.3548
188.5370	216.0327
188.0597	215.7151
187.5909	215.4003
187.1302	215.0846
186.6771	214.7644
186.2311	214.4361
185.7917	214.0960
185.3584	213.7407
184.9308	213.3663
184.5083	212.9694
184.0905	212.5462
183.6768	212.0932
183.2671	211.6084
182.8618	211.0953
182.4614	210.5580
182.0666	210.0012
181.6779	209.4291
181.2960	208.8461
180.9215	208.2567
180.5550	207.6651
180.1970	207.0759
179.8481	206.4933
179.5090	205.9219
179.1803	205.3659
178.8625	204.8295
178.5555	204.3129
178.2583	203.8122
177.9699	203.3231
177.6895	202.8419
177.4162	202.3641
177.1489	201.8860
176.8867	201.4032
176.6288	200.9118
176.3741	200.4077
176.1217	199.8868
175.8710	199.3456
175.6228	198.7837
175.3783	198.2021
175.1389	197.6016
174.9059	196.9829
174.6806	196.3470
174.4645	195.6947
174.2587	195.0267
174.0646	194.3441
173.8836	193.6474
173.7169	192.9377
173.5660	192.2158
173.4320	191.4824
173.3159	190.7387
173.2171	189.9860
173.1350	189.2260
173.0691	188.4601
173.0186	187.6900
172.9830	186.9172
172.9617	186.1431
172.9540	185.3694
172.9593	184.5976
172.9770	183.8292
173.0065	183.0657
173.0471	182.3088
173.0983	181.5600
173.1594	180.8207
173.2299	180.0924
173.3094	179.3755
173.3976	178.6703
173.4943	177.9771
173.5993	177.2960
173.7122	176.6273
173.8328	175.9712
173.9608	175.3281
174.0959	174.6981
174.2380	174.0815
174.3867	173.4784
174.5417	172.8893
174.7029	172.3141
174.8699	171.7521
175.0427	171.2008
175.2210	170.6579
175.4047	170.1210
175.5936	169.5878
175.7876	169.0558
175.9864	168.5228
176.1900	167.9863
176.3982	167.4440
176.6108	166.8935
176.8276	166.3327
177.0491	165.7626
177.2759	165.1860
